S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7041,17/05/2020,Tamil Nadu,10585,6973,3538,74
7042,18/05/2020,Tamil Nadu,11224,6974,4172,78
7043,19/05/2020,Tamil Nadu,11760,7273,4406,81
7044,20/05/2020,Tamil Nadu,12448,7469,4895,84
7045,21/05/2020,Tamil Nadu,13191,7222,5882,87
7046,22/05/2020,Tamil Nadu,13967,7591,6282,94
7047,23/05/2020,Tamil Nadu,14753,7527,7128,98
7048,24/05/2020,Tamil Nadu,15512,7918,7491,103
7049,25/05/2020,Tamil Nadu,16277,7842,8324,111
7050,26/05/2020,Tamil Nadu,17082,8233,8731,118
7051,27/05/2020,Tamil Nadu,17728,8259,9342,127
7052,28/05/2020,Tamil Nadu,18545,8503,9909,133
7053,29/05/2020,Tamil Nadu,19372,8679,10548,145
7054,30/05/2020,Tamil Nadu,20246,8779,11313,154
7055,31/05/2020,Tamil Nadu,21184,9024,12000,160
7056,01/06/2020,Tamil Nadu,22333,9403,12757,173
7057,02/06/2020,Tamil Nadu,23495,10141,13170,184
7058,03/06/2020,Tamil Nadu,24586,10683,13706,197
7059,04/06/2020,Tamil Nadu,25872,11348,14316,208
7060,05/06/2020,Tamil Nadu,27256,12134,14902,220
7061,06/06/2020,Tamil Nadu,28694,12700,15762,232
7062,07/06/2020,Tamil Nadu,30152,13506,16395,251
7063,08/06/2020,Tamil Nadu,31667,14399,16999,269
7064,09/06/2020,Tamil Nadu,33229,15416,17527,286
7065,10/06/2020,Tamil Nadu,34914,16282,18325,307
7066,11/06/2020,Tamil Nadu,36841,17182,19333,326
7067,12/06/2020,Tamil Nadu,38716,17662,20705,349
7068,13/06/2020,Tamil Nadu,40698,18284,22047,367
7069,14/06/2020,Tamil Nadu,42687,18881,23409,397
7070,15/06/2020,Tamil Nadu,44661,19679,24547,435
7071,16/06/2020,Tamil Nadu,46504,20681,25344,479
7072,17/06/2020,Tamil Nadu,48019,20709,26782,528
7073,18/06/2020,Tamil Nadu,50193,21993,27624,576
7074,19/06/2020,Tamil Nadu,52334,23068,28641,625
7075,20/06/2020,Tamil Nadu,54449,23512,30271,666
7076,21/06/2020,Tamil Nadu,56845,24825,31316,704
7077,22/06/2020,Tamil Nadu,59377,25866,32754,757
7078,23/06/2020,Tamil Nadu,62087,27181,34112,794
7079,24/06/2020,Tamil Nadu,64603,28431,35339,833
7080,25/06/2020,Tamil Nadu,67468,28839,37763,866
7081,26/06/2020,Tamil Nadu,70977,30067,39999,911
7082,27/06/2020,Tamil Nadu,74622,32308,41357,957
7083,28/06/2020,Tamil Nadu,78335,33216,44094,1025
7084,29/06/2020,Tamil Nadu,82275,35659,45537,1079
7085,30/06/2020,Tamil Nadu,86224,37334,47749,1141
7086,01/07/2020,Tamil Nadu,90167,38892,50074,1201
7087,02/07/2020,Tamil Nadu,94049,39859,52926,1264
7088,03/07/2020,Tamil Nadu,98392,41050,56021,1321
7089,04/07/2020,Tamil Nadu,102721,42958,58378,1385
7090,05/07/2020,Tamil Nadu,107001,44959,60592,1450
7091,06/07/2020,Tamil Nadu,111151,46863,62778,1510
7092,07/07/2020,Tamil Nadu,114978,46836,66571,1571
7093,08/07/2020,Tamil Nadu,118594,45842,71116,1636
7094,09/07/2020,Tamil Nadu,122350,46483,74167,1700
7095,10/07/2020,Tamil Nadu,126581,46655,78161,1765
7096,11/07/2020,Tamil Nadu,130261,46108,82324,1829
7097,12/07/2020,Tamil Nadu,134226,46413,85915,1898
7098,13/07/2020,Tamil Nadu,138470,46972,89532,1966
7099,14/07/2020,Tamil Nadu,142798,48199,92567,2032
7100,15/07/2020,Tamil Nadu,147324,47915,97310,2099
7101,16/07/2020,Tamil Nadu,151820,47343,102310,2167
7102,17/07/2020,Tamil Nadu,156369,46717,107416,2236
7103,18/07/2020,Tamil Nadu,160907,47785,110807,2315
7104,19/07/2020,Tamil Nadu,165714,49455,113856,2403
7105,20/07/2020,Tamil Nadu,170693,50297,117915,2481
7106,21/07/2020,Tamil Nadu,175678,51351,121776,2551
7107,22/07/2020,Tamil Nadu,180643,51347,126670,2626
7108,23/07/2020,Tamil Nadu,186492,51765,131583,3144
7109,24/07/2020,Tamil Nadu,192964,52939,136793,3232
7110,25/07/2020,Tamil Nadu,199749,53132,143297,3320
7111,26/07/2020,Tamil Nadu,206737,52273,151055,3409
7112,27/07/2020,Tamil Nadu,213723,53703,156526,3494
7113,28/07/2020,Tamil Nadu,220716,54896,162249,3571
7114,29/07/2020,Tamil Nadu,227688,57073,166956,3659
7115,30/07/2020,Tamil Nadu,234114,57490,172883,3741
7116,31/07/2020,Tamil Nadu,239978,57962,178178,3838
7117,01/08/2020,Tamil Nadu,245859,57968,183956,3935
7118,02/08/2020,Tamil Nadu,251738,56738,190966,4034
7119,03/08/2020,Tamil Nadu,257613,56998,196483,4132
7120,04/08/2020,Tamil Nadu,263222,56698,202283,4241
7121,05/08/2020,Tamil Nadu,268285,55152,208784,4349
7122,06/08/2020,Tamil Nadu,273460,54184,214815,4461
7123,07/08/2020,Tamil Nadu,279144,53486,221087,4571
7124,08/08/2020,Tamil Nadu,285024,52759,227575,4690
7125,09/08/2020,Tamil Nadu,290907,53481,232618,4808
7126,10/08/2020,Tamil Nadu,296901,53336,238638,4927
7127,11/08/2020,Tamil Nadu,302815,53099,244675,5041
7128,12/08/2020,Tamil Nadu,308649,52810,250680,5159
7129,13/08/2020,Tamil Nadu,314520,52929,256313,5278
7130,14/08/2020,Tamil Nadu,320355,53499,261459,5397
7131,15/08/2020,Tamil Nadu,326245,53716,267015,5514
7132,16/08/2020,Tamil Nadu,332105,54213,272251,5641
7133,17/08/2020,Tamil Nadu,338055,54019,278270,5766
7134,18/08/2020,Tamil Nadu,343945,54122,283937,5886
7135,19/08/2020,Tamil Nadu,349654,53860,289787,6007
7136,20/08/2020,Tamil Nadu,355449,53155,296171,6123
7137,21/08/2020,Tamil Nadu,361435,53283,301913,6239
7138,22/08/2020,Tamil Nadu,367430,53413,307677,6340
7139,23/08/2020,Tamil Nadu,373410,53710,313280,6420
7140,24/08/2020,Tamil Nadu,379385,53541,319327,6517
7141,25/08/2020,Tamil Nadu,385352,53282,325456,6614
7142,26/08/2020,Tamil Nadu,391303,52128,332454,6721
7143,27/08/2020,Tamil Nadu,397261,52362,338060,6839
7144,28/08/2020,Tamil Nadu,403242,52364,343930,6948
7145,29/08/2020,Tamil Nadu,409238,52506,349682,7050
7146,30/08/2020,Tamil Nadu,415590,52726,355727,7137
7147,31/08/2020,Tamil Nadu,422085,52721,362133,7231
7148,01/09/2020,Tamil Nadu,428041,52578,368141,7322
7149,02/09/2020,Tamil Nadu,433969,52379,374172,7418
7150,03/09/2020,Tamil Nadu,439959,52380,380063,7516
7151,04/09/2020,Tamil Nadu,445851,52070,386173,7608
7152,05/09/2020,Tamil Nadu,451827,51633,392507,7687
7153,06/09/2020,Tamil Nadu,457697,51583,398366,7748
7154,07/09/2020,Tamil Nadu,463480,51458,404186,7836
7155,08/09/2020,Tamil Nadu,469256,51215,410116,7925
7156,09/09/2020,Tamil Nadu,474940,50213,416715,8012
7157,10/09/2020,Tamil Nadu,480524,49203,423231,8090
7158,11/09/2020,Tamil Nadu,486052,48482,429416,8154
7159,12/09/2020,Tamil Nadu,491571,47918,435422,8231
7160,13/09/2020,Tamil Nadu,497066,47110,441649,8307
7161,14/09/2020,Tamil Nadu,502759,47012,447366,8381
7162,15/09/2020,Tamil Nadu,508511,46912,453165,8434
7163,16/09/2020,Tamil Nadu,514208,46806,458900,8502
7164,17/09/2020,Tamil Nadu,519860,46633,464668,8559
7165,18/09/2020,Tamil Nadu,525420,46610,470192,8618
7166,19/09/2020,Tamil Nadu,530908,46506,475717,8685
7167,20/09/2020,Tamil Nadu,536477,46453,481273,8751
7168,21/09/2020,Tamil Nadu,541993,46703,486479,8811
7169,22/09/2020,Tamil Nadu,547337,46495,491971,8871
7170,23/09/2020,Tamil Nadu,552674,46350,497377,8947
7171,24/09/2020,Tamil Nadu,557999,46249,502740,9010
7172,25/09/2020,Tamil Nadu,563691,46405,508210,9076
7173,26/09/2020,Tamil Nadu,569370,46386,513836,9148
7174,27/09/2020,Tamil Nadu,575017,46336,519448,9233
7175,28/09/2020,Tamil Nadu,580808,46341,525154,9313
7176,29/09/2020,Tamil Nadu,586397,46306,530708,9383
7177,30/09/2020,Tamil Nadu,591943,46281,536209,9453
7178,01/10/2020,Tamil Nadu,597602,46263,541819,9520
7179,02/10/2020,Tamil Nadu,603290,46369,547335,9586
7180,03/10/2020,Tamil Nadu,608885,46294,552938,9653
7181,04/10/2020,Tamil Nadu,614507,46255,558534,9718
7182,05/10/2020,Tamil Nadu,619996,46120,564092,9784
7183,06/10/2020,Tamil Nadu,625391,45881,569664,9846
7184,07/10/2020,Tamil Nadu,630408,45279,575212,9917
7185,08/10/2020,Tamil Nadu,635855,45135,580736,9984
7186,09/10/2020,Tamil Nadu,640943,44437,586454,10052
7187,10/10/2020,Tamil Nadu,646128,44197,591811,10120
7188,11/10/2020,Tamil Nadu,651370,44150,597033,10187
7189,12/10/2020,Tamil Nadu,656385,44095,602038,10252
7190,13/10/2020,Tamil Nadu,661264,43747,607203,10314
7191,14/10/2020,Tamil Nadu,665930,43239,612320,10371
7192,15/10/2020,Tamil Nadu,670392,42566,617403,10423
7193,16/10/2020,Tamil Nadu,674802,41872,622458,10472
7194,17/10/2020,Tamil Nadu,679191,40959,627703,10529
7195,18/10/2020,Tamil Nadu,683486,40192,632708,10586
7196,19/10/2020,Tamil Nadu,687400,39121,637637,10642
7197,20/10/2020,Tamil Nadu,690936,38093,642152,10691
7198,21/10/2020,Tamil Nadu,694030,36734,646555,10741
7199,22/10/2020,Tamil Nadu,697116,35480,650856,10780
7200,23/10/2020,Tamil Nadu,700193,34198,655170,10825
7201,24/10/2020,Tamil Nadu,703250,32960,659432,10858
7202,25/10/2020,Tamil Nadu,706136,31787,663456,10893
7203,26/10/2020,Tamil Nadu,709005,30606,667475,10924
7204,27/10/2020,Tamil Nadu,711713,29268,671489,10956
7205,28/10/2020,Tamil Nadu,714235,27734,675518,10983
7206,29/10/2020,Tamil Nadu,716751,26356,679377,11018
7207,30/10/2020,Tamil Nadu,719403,24886,683464,11053
7208,31/10/2020,Tamil Nadu,722011,23532,687388,11091
7209,01/11/2020,Tamil Nadu,724522,22164,691236,11122
7210,02/11/2020,Tamil Nadu,727026,20994,694880,11152
7211,03/11/2020,Tamil Nadu,729507,19504,698820,11183
7212,04/11/2020,Tamil Nadu,731942,19201,701527,11214
7213,05/11/2020,Tamil Nadu,734429,19154,704031,11244
7214,06/11/2020,Tamil Nadu,736777,19061,706444,11272
7215,12/03/2020,Telangana,1,1,0,0
7216,13/03/2020,Telangana,1,1,0,0
7217,14/03/2020,Telangana,1,1,0,0
7218,15/03/2020,Telangana,3,2,1,0
7219,16/03/2020,Telangana,3,2,1,0
7220,17/03/2020,Telangana,5,4,1,0
7221,18/03/2020,Telangana,5,4,1,0
7222,19/03/2020,Telangana,6,5,1,0
7223,20/03/2020,Telangana,16,15,1,0
7224,21/03/2020,Telangana,19,18,1,0
7225,22/03/2020,Telangana,22,21,1,0
7226,23/03/2020,Telangana,32,31,1,0
7227,24/03/2020,Telangana,32,31,1,0
7228,25/03/2020,Telangana,35,34,1,0
7229,26/03/2020,Telangana,41,40,1,0
7230,27/03/2020,Telangana,45,44,1,0
7231,28/03/2020,Telangana,56,55,1,0
7232,29/03/2020,Telangana,66,64,1,1
7233,30/03/2020,Telangana,69,67,1,1
7234,31/03/2020,Telangana,79,77,1,1
7235,01/04/2020,Telangana,94,90,1,3
7236,02/04/2020,Telangana,96,92,1,3
7237,03/04/2020,Telangana,107,103,1,3
7238,04/04/2020,Telangana,158,150,1,7
7239,05/04/2020,Telangana,269,230,32,7
7240,06/04/2020,Telangana,321,280,34,7
7241,07/04/2020,Telangana,321,280,34,7
7242,08/04/2020,Telangana,364,322,35,7
7243,09/04/2020,Telangana,427,385,35,7
7244,10/04/2020,Telangana,442,400,35,7
7245,11/04/2020,Telangana,473,423,43,7
7246,12/04/2020,Telangana,504,452,43,9
7247,13/04/2020,Telangana,504,452,43,9
7248,14/04/2020,Telangana,562,446,100,16
7249,15/04/2020,Telangana,624,507,100,17
7250,16/04/2020,Telangana,647,509,120,18
7251,17/04/2020,Telangana,700,496,186,18
7252,18/04/2020,Telangana,766,562,186,18
7253,19/04/2020,Telangana,809,605,186,18
7254,20/04/2020,Telangana,844,640,186,18
7255,21/04/2020,Telangana,873,660,190,23
7256,22/04/2020,Telangana,928,711,194,23
7257,23/04/2020,Telangana,945,728,194,23
7258,24/04/2020,Telangana,960,739,197,24
7259,25/04/2020,Telangana,984,705,253,26
7260,26/04/2020,Telangana,991,685,280,26
7261,27/04/2020,Telangana,1002,696,280,26
7262,28/04/2020,Telangana,1004,657,321,26
7263,29/04/2020,Telangana,1004,657,321,26
7264,30/04/2020,Telangana,1012,619,367,26
7265,01/05/2020,Telangana,1038,615,397,26
7266,02/05/2020,Telangana,1039,572,441,26
7267,03/05/2020,Telangana,1063,577,458,28
7268,04/05/2020,Telangana,1082,563,490,29
7269,05/05/2020,Telangana,1085,471,585,29
7270,06/05/2020,Telangana,1096,482,585,29
7271,07/05/2020,Telangana,1107,450,628,29
7272,08/05/2020,Telangana,1123,444,650,29
7273,09/05/2020,Telangana,1133,404,700,29
7274,10/05/2020,Telangana,1163,383,750,30
7275,11/05/2020,Telangana,1196,416,750,30
7276,12/05/2020,Telangana,1275,445,800,30
7277,13/05/2020,Telangana,1326,464,830,32
7278,14/05/2020,Telangana,1367,393,940,34
7279,15/05/2020,Telangana,1414,430,950,34
7280,16/05/2020,Telangana,1454,461,959,34
7281,17/05/2020,Telangana,1509,504,971,34
7282,18/05/2020,Telangana,1551,525,992,34
7283,19/05/2020,Telangana,1597,562,1000,35
7284,20/05/2020,Telangana,1634,586,1010,38
7285,21/05/2020,Telangana,1661,606,1015,40
7286,22/05/2020,Telangana,1699,619,1035,45
7287,23/05/2020,Telangana,1761,673,1043,45
7288,24/05/2020,Telangana,1813,699,1065,49
7289,25/05/2020,Telangana,1854,711,1090,53
7290,26/05/2020,Telangana,1920,700,1164,56
7291,27/05/2020,Telangana,1991,650,1284,57
7292,28/05/2020,Telangana,2098,751,1284,63
7293,29/05/2020,Telangana,2256,844,1345,67
7294,30/05/2020,Telangana,2425,973,1381,71
7295,31/05/2020,Telangana,2499,1010,1412,77
7296,01/06/2020,Telangana,2698,1188,1428,82
7297,02/06/2020,Telangana,2792,1213,1491,88
7298,03/06/2020,Telangana,2891,1273,1526,92
7299,04/06/2020,Telangana,3020,1365,1556,99
7300,05/06/2020,Telangana,3147,1455,1587,105
7301,06/06/2020,Telangana,3290,1550,1627,113
7302,07/06/2020,Telangana,3496,1663,1710,123
7303,08/06/2020,Telangana,3580,1747,1710,123
7304,09/06/2020,Telangana,3650,1803,1710,137
7305,10/06/2020,Telangana,3920,1963,1809,148
7306,11/06/2020,Telangana,4111,2138,1817,156
7307,12/06/2020,Telangana,4320,2162,1993,165
7308,13/06/2020,Telangana,4484,2032,2278,174
7309,14/06/2020,Telangana,4737,2203,2352,182
7310,15/06/2020,Telangana,4974,2412,2377,185
7311,16/06/2020,Telangana,5193,2240,2766,187
7312,17/06/2020,Telangana,5406,2188,3027,191
7313,18/06/2020,Telangana,5675,2412,3071,192
7314,19/06/2020,Telangana,6027,2531,3301,195
7315,20/06/2020,Telangana,6526,2975,3353,198
7316,21/06/2020,Telangana,7072,3363,3506,203
7317,22/06/2020,Telangana,7802,3861,3731,210
7318,23/06/2020,Telangana,8674,4452,4005,217
7319,24/06/2020,Telangana,9553,5109,4224,220
7320,25/06/2020,Telangana,10444,5858,4361,225
7321,26/06/2020,Telangana,11364,6446,4688,230
7322,27/06/2020,Telangana,12349,7346,4766,237
7323,28/06/2020,Telangana,13436,8265,4928,243
7324,29/06/2020,Telangana,14419,9000,5172,247
7325,30/06/2020,Telangana,15394,9559,5582,253
7326,01/07/2020,Telangana,16339,8785,7294,260
7327,02/07/2020,Telangana,17357,9008,8082,267
7328,03/07/2020,Telangana,18570,9226,9069,275
7329,04/07/2020,Telangana,20462,9984,10195,283
7330,05/07/2020,Telangana,22312,10487,11537,288
7331,06/07/2020,Telangana,23902,10904,12703,295
7332,07/07/2020,Telangana,25733,10646,14781,306
7333,08/07/2020,Telangana,27612,11012,16287,313
7334,09/07/2020,Telangana,29536,11933,17279,324
7335,10/07/2020,Telangana,30946,12423,18192,331
7336,11/07/2020,Telangana,32224,12680,19205,339
7337,12/07/2020,Telangana,33402,12135,20919,348
7338,13/07/2020,Telangana,34671,11833,22482,356
7339,14/07/2020,Telangana,36221,12177,23679,365
7340,15/07/2020,Telangana,37745,12530,24840,375
7341,16/07/2020,Telangana,39342,12957,25999,386
7342,17/07/2020,Telangana,41018,13327,27295,396
7343,18/07/2020,Telangana,42496,13388,28705,403
7344,19/07/2020,Telangana,43780,12764,30607,409
7345,20/07/2020,Telangana,45076,12223,32438,415
7346,21/07/2020,Telangana,46274,11529,34323,422
7347,22/07/2020,Telangana,47705,9891,37385,429
7348,23/07/2020,Telangana,49259,11155,37666,438
7349,24/07/2020,Telangana,50826,11052,39327,447
7350,25/07/2020,Telangana,52466,11677,40334,455
7351,26/07/2020,Telangana,52466,11677,40334,455
7352,27/07/2020,Telangana,54059,12264,41332,463
7353,28/07/2020,Telangana,57142,13753,42909,480
7354,29/07/2020,Telangana,57142,13753,42909,480
7355,30/07/2020,Telangana,58906,14663,43751,492
7356,31/07/2020,Telangana,60717,15640,44572,505
7357,01/08/2020,Telangana,62703,16796,45388,519
7358,02/08/2020,Telangana,64786,17754,46502,530
7359,03/08/2020,Telangana,66677,18547,47590,540
7360,04/08/2020,Telangana,68946,18708,49675,563
7361,05/08/2020,Telangana,70958,19568,50814,576
7362,06/08/2020,Telangana,73050,20358,52103,589
7363,07/08/2020,Telangana,75257,21417,53239,601
7364,08/08/2020,Telangana,77513,22568,54330,615
7365,09/08/2020,Telangana,79495,22869,55999,627
7366,10/08/2020,Telangana,80751,22528,57586,637
7367,11/08/2020,Telangana,82647,22628,59374,645
7368,12/08/2020,Telangana,84544,22596,61294,654
7369,13/08/2020,Telangana,86475,22736,63074,665
7370,14/08/2020,Telangana,88396,23438,64284,674
7371,15/08/2020,Telangana,90259,23379,66196,684
7372,16/08/2020,Telangana,91361,22542,68126,693
7373,17/08/2020,Telangana,92255,21420,70132,703
7374,18/08/2020,Telangana,93937,21024,72202,711
7375,19/08/2020,Telangana,95700,20990,73991,719
7376,20/08/2020,Telangana,97424,21509,75186,729
7377,21/08/2020,Telangana,99391,21687,76967,737
7378,22/08/2020,Telangana,101865,22386,78735,744
7379,23/08/2020,Telangana,104249,22908,80586,755
7380,24/08/2020,Telangana,106091,22919,82411,761
7381,25/08/2020,Telangana,108670,23737,84163,770
7382,26/08/2020,Telangana,111688,25685,85223,780
7383,27/08/2020,Telangana,114483,27600,86095,788
7384,28/08/2020,Telangana,117415,28941,87675,799
7385,29/08/2020,Telangana,120166,30008,89350,808
7386,30/08/2020,Telangana,123090,31284,90988,818
7387,31/08/2020,Telangana,124963,31299,92837,827
7388,01/09/2020,Telangana,127697,31699,95162,836
7389,02/09/2020,Telangana,130589,32341,97402,846
7390,03/09/2020,Telangana,133406,32537,100013,856
7391,04/09/2020,Telangana,135884,32994,102024,866
7392,05/09/2020,Telangana,138395,32915,104603,877
7393,06/09/2020,Telangana,140969,32553,107530,886
7394,07/09/2020,Telangana,142771,31635,110241,895
7395,08/09/2020,Telangana,145163,31670,112587,906
7396,09/09/2020,Telangana,147642,31654,115072,916
7397,10/09/2020,Telangana,150176,32106,117143,927
7398,11/09/2020,Telangana,152602,32195,119467,940
7399,12/09/2020,Telangana,154880,32005,121925,950
7400,13/09/2020,Telangana,157096,31607,124528,961
7401,14/09/2020,Telangana,158513,30532,127007,974
7402,15/09/2020,Telangana,160571,30400,129187,984
7403,16/09/2020,Telangana,162844,30401,131447,996
7404,17/09/2020,Telangana,165003,30443,133555,1005
7405,18/09/2020,Telangana,167046,30673,135357,1016
7406,19/09/2020,Telangana,169169,30636,137508,1025
7407,20/09/2020,Telangana,171306,30573,139700,1033
7408,21/09/2020,Telangana,172608,29636,141930,1042
7409,22/09/2020,Telangana,174774,29649,144073,1052
7410,23/09/2020,Telangana,177070,29873,146135,1062
7411,24/09/2020,Telangana,179246,30037,148139,1070
7412,25/09/2020,Telangana,181627,30387,150160,1080
7413,26/09/2020,Telangana,183866,30334,152441,1091
7414,27/09/2020,Telangana,185833,30234,154499,1100
7415,28/09/2020,Telangana,187211,29673,156431,1107
7416,29/09/2020,Telangana,189283,29477,158690,1116
7417,30/09/2020,Telangana,191386,29326,160933,1127
7418,01/10/2020,Telangana,193600,29058,163407,1135
7419,02/10/2020,Telangana,195609,28620,165844,1145
7420,03/10/2020,Telangana,197327,28328,167846,1153
7421,04/10/2020,Telangana,199276,27901,170212,1163
7422,05/10/2020,Telangana,200611,27052,172388,1171
7423,06/10/2020,Telangana,202594,26644,174769,1181
7424,07/10/2020,Telangana,204748,26551,177008,1189
7425,08/10/2020,Telangana,206644,26368,179075,1201
7426,09/10/2020,Telangana,208535,26374,180953,1208
7427,10/10/2020,Telangana,210346,26104,183025,1217
7428,11/10/2020,Telangana,212063,25713,185128,1222
7429,12/10/2020,Telangana,213084,24514,187342,1228
7430,13/10/2020,Telangana,214792,24208,189351,1233
7431,14/10/2020,Telangana,216238,23728,191269,1241
7432,15/10/2020,Telangana,217670,23203,193218,1249
7433,16/10/2020,Telangana,219224,23315,194653,1256
7434,17/10/2020,Telangana,220675,22774,196636,1265
7435,18/10/2020,Telangana,222111,22050,198790,1271
7436,19/10/2020,Telangana,223059,21098,200686,1275
7437,20/10/2020,Telangana,224545,20686,202577,1282
7438,21/10/2020,Telangana,226124,20449,204388,1287
7439,22/10/2020,Telangana,227580,20183,206105,1292
7440,23/10/2020,Telangana,229001,20377,207326,1298
7441,24/10/2020,Telangana,230274,19937,209034,1303
7442,25/10/2020,Telangana,231252,19465,210480,1307
7443,26/10/2020,Telangana,231834,18611,211912,1311
7444,27/10/2020,Telangana,232671,17890,213466,1315
7445,28/10/2020,Telangana,234152,17916,214917,1319
7446,29/10/2020,Telangana,235656,17979,216353,1324
7447,30/10/2020,Telangana,237187,18456,217401,1330
7448,31/10/2020,Telangana,238632,18409,218887,1336
7449,01/11/2020,Telangana,240048,18241,220466,1341
7450,02/11/2020,Telangana,240970,17630,221992,1348
7451,03/11/2020,Telangana,242506,17742,223413,1351
7452,04/11/2020,Telangana,244143,18100,224686,1357
7453,05/11/2020,Telangana,245682,18656,225664,1362
7454,06/11/2020,Telangana,247284,19272,226646,1366
7455,07/04/2020,Tripura,1,1,0,0
7456,08/04/2020,Tripura,1,1,0,0
7457,09/04/2020,Tripura,1,1,0,0
7458,10/04/2020,Tripura,1,1,0,0
7459,11/04/2020,Tripura,1,1,0,0
7460,12/04/2020,Tripura,2,2,0,0
7461,13/04/2020,Tripura,2,2,0,0
7462,14/04/2020,Tripura,2,2,0,0
7463,15/04/2020,Tripura,2,2,0,0
7464,16/04/2020,Tripura,2,1,1,0
7465,17/04/2020,Tripura,2,1,1,0
7466,18/04/2020,Tripura,2,1,1,0
7467,19/04/2020,Tripura,2,1,1,0
7468,20/04/2020,Tripura,2,1,1,0
7469,21/04/2020,Tripura,2,1,1,0
7470,22/04/2020,Tripura,2,1,1,0
7471,23/04/2020,Tripura,2,1,1,0
7472,24/04/2020,Tripura,2,1,1,0
7473,25/04/2020,Tripura,2,1,1,0
7474,26/04/2020,Tripura,2,0,2,0
7475,27/04/2020,Tripura,2,0,2,0
7476,28/04/2020,Tripura,2,0,2,0
7477,29/04/2020,Tripura,2,0,2,0
7478,30/04/2020,Tripura,2,0,2,0
7479,01/05/2020,Tripura,2,0,2,0
7480,02/05/2020,Tripura,2,0,2,0
7481,03/05/2020,Tripura,4,2,2,0
7482,04/05/2020,Tripura,16,14,2,0
7483,05/05/2020,Tripura,29,27,2,0
7484,06/05/2020,Tripura,43,41,2,0
7485,07/05/2020,Tripura,43,41,2,0
7486,08/05/2020,Tripura,65,63,2,0
7487,09/05/2020,Tripura,118,116,2,0
7488,10/05/2020,Tripura,134,132,2,0
7489,11/05/2020,Tripura,150,148,2,0
7490,12/05/2020,Tripura,152,150,2,0
7491,13/05/2020,Tripura,154,152,2,0
7492,14/05/2020,Tripura,155,139,16,0
7493,15/05/2020,Tripura,156,127,29,0
7494,16/05/2020,Tripura,156,114,42,0
7495,17/05/2020,Tripura,167,103,64,0
7496,18/05/2020,Tripura,167,82,85,0
7497,19/05/2020,Tripura,167,82,85,0
7498,20/05/2020,Tripura,173,57,116,0
7499,21/05/2020,Tripura,173,40,133,0
7500,22/05/2020,Tripura,173,25,148,0
7501,23/05/2020,Tripura,175,23,152,0
7502,24/05/2020,Tripura,189,36,153,0
7503,25/05/2020,Tripura,191,26,165,0
7504,26/05/2020,Tripura,194,29,165,0
7505,27/05/2020,Tripura,207,42,165,0
7506,28/05/2020,Tripura,230,65,165,0
7507,29/05/2020,Tripura,242,75,167,0
7508,30/05/2020,Tripura,251,80,171,0
7509,31/05/2020,Tripura,268,96,172,0
7510,01/06/2020,Tripura,313,140,173,0
7511,02/06/2020,Tripura,420,247,173,0
7512,03/06/2020,Tripura,468,295,173,0
7513,04/06/2020,Tripura,468,295,173,0
7514,05/06/2020,Tripura,644,471,173,0
7515,06/06/2020,Tripura,692,519,173,0
7516,07/06/2020,Tripura,747,574,173,0
7517,08/06/2020,Tripura,800,608,192,0
7518,09/06/2020,Tripura,838,646,192,0
7519,10/06/2020,Tripura,864,671,192,1
7520,11/06/2020,Tripura,895,655,239,1
7521,12/06/2020,Tripura,913,634,278,1
7522,13/06/2020,Tripura,961,682,278,1
7523,14/06/2020,Tripura,1046,730,315,1
7524,15/06/2020,Tripura,1076,760,315,1
7525,16/06/2020,Tripura,1086,652,433,1
7526,17/06/2020,Tripura,1092,658,433,1
7527,18/06/2020,Tripura,1135,578,556,1
7528,19/06/2020,Tripura,1155,515,639,1
7529,20/06/2020,Tripura,1178,520,657,1
7530,21/06/2020,Tripura,1186,505,680,1
7531,22/06/2020,Tripura,1221,461,759,1
7532,23/06/2020,Tripura,1237,454,782,1
7533,24/06/2020,Tripura,1259,451,807,1
7534,25/06/2020,Tripura,1259,361,897,1
7535,26/06/2020,Tripura,1290,270,1019,1
7536,27/06/2020,Tripura,1325,269,1055,1
7537,28/06/2020,Tripura,1334,262,1071,1
7538,29/06/2020,Tripura,1346,266,1079,1
7539,30/06/2020,Tripura,1380,294,1085,1
7540,01/07/2020,Tripura,1388,301,1086,1
7541,02/07/2020,Tripura,1396,302,1093,1
7542,03/07/2020,Tripura,1435,288,1146,1
7543,04/07/2020,Tripura,1525,325,1199,1
7544,05/07/2020,Tripura,1546,343,1202,1
7545,06/07/2020,Tripura,1568,365,1202,1
7546,07/07/2020,Tripura,1680,460,1219,1
7547,08/07/2020,Tripura,1704,455,1248,1
7548,09/07/2020,Tripura,1761,436,1324,1
7549,10/07/2020,Tripura,1776,437,1338,1
7550,11/07/2020,Tripura,1918,545,1372,1
7551,12/07/2020,Tripura,1949,572,1375,2
7552,13/07/2020,Tripura,2054,631,1421,2
7553,14/07/2020,Tripura,2080,603,1475,2
7554,15/07/2020,Tripura,2170,630,1538,2
7555,16/07/2020,Tripura,2268,661,1604,3
7556,17/07/2020,Tripura,2283,676,1604,3
7557,18/07/2020,Tripura,2366,679,1684,3
7558,19/07/2020,Tripura,2654,914,1735,5
7559,20/07/2020,Tripura,2878,1114,1759,5
7560,21/07/2020,Tripura,3079,1227,1845,7
